#id	parent name
species:ncbi:314243	Medialuna
species:ncbi:314319	Prolixibacter
species:ncbi:316821	Suregada
species:ncbi:370408	Sideroxydans
species:ncbi:314507	Campanularia
species:ncbi:314520	Laomedea
species:ncbi:314525	Lovenella
species:ncbi:315222	Cudoniella
species:ncbi:315225	Vibrissea
species:ncbi:315365	Chrysocolaptes
species:ncbi:315369	Geocolaptes
species:ncbi:212035	Mimivirus
species:ncbi:122428	Stephanonectria
species:ncbi:315423	Palleronia
species:ncbi:315491	Odontaster
species:ncbi:315563	Belgica
species:ncbi:315598	Melita
species:ncbi:315606	Monoporeia
species:ncbi:371488	Gammarellus
species:ncbi:317594	Fissurella
species:ncbi:479612	Trochus
species:ncbi:315882	Prosevania
species:ncbi:315972	Arsenura
species:ncbi:316031	Hylesia
species:ncbi:555069	Leucanella
species:ncbi:316130	Centrolophus
species:ncbi:316135	Seriolella
species:ncbi:316163	Nematalosa
species:ncbi:316167	Agalma
species:ncbi:557420	Apolemia
species:ncbi:316177	Diphyes
species:ncbi:316219	Rhizophysa
species:ncbi:316231	Bargmannia
species:ncbi:316266	Phlomis
species:ncbi:316287	Ceratogyrus
species:ncbi:316311	Dematiocladium
species:ncbi:316380	Fowleria
species:ncbi:316450	Bassiana
species:ncbi:316456	Anabrus
species:ncbi:105560	Methylibium
species:ncbi:86304	Saccharophagus
species:ncbi:316647	Mareya
species:ncbi:316669	Caryodendron
species:ncbi:316671	Discoglypremna
species:ncbi:316701	Aparisthmium
species:ncbi:316719	Garcia
species:ncbi:316737	Discocleidion
species:ncbi:316748	Caperonia
species:ncbi:316753	Chrozophora
species:ncbi:316758	Baliospermum
species:ncbi:316830	Colliguaja
species:ncbi:316842	Gymnanthes
species:ncbi:316844	Hippomane
species:ncbi:316863	Spirostachys
species:ncbi:398630	Cnidoscolus
species:ncbi:316893	Plukenetia
species:ncbi:139772	Triadica
species:ncbi:344442	Pycnocoma
species:ncbi:316919	Ricinodendron
species:ncbi:316921	Nealchornea
species:ncbi:316923	Plagiostyles
species:ncbi:317048	Kuraishia
species:ncbi:317300	Acris
species:ncbi:317373	Osteopilus
species:ncbi:336083	Cyclorana
species:ncbi:394442	Flectonotus
species:ncbi:448676	Ischnocnema
species:ncbi:318369	Lysapsus
species:ncbi:317386	Plectrohyla
species:ncbi:317390	Ptychohyla
species:ncbi:317559	Transvena
species:ncbi:317563	Acanthocephaloides
species:ncbi:317566	Gorgorhynchoides
species:ncbi:449646	Profilicollis
species:ncbi:317575	Methylothermus
species:ncbi:317606	Haplometrana
species:ncbi:317608	Rauschiella
species:ncbi:317664	Quadrisphaera
species:ncbi:317681	Damon
species:ncbi:317742	Hishimonus
species:ncbi:376741	Scaphoideus
species:ncbi:569591	Verrallina
species:ncbi:317882	Ternidens
species:ncbi:317906	Leptonerilla
species:ncbi:317908	Trochonerilla
species:ncbi:317913	Euphaedusa
species:ncbi:317925	Pelecus
species:ncbi:317934	Fabiana
species:ncbi:33502	Novocrania
species:ncbi:317978	Dasispermum
species:ncbi:396369	Elephantopus
species:ncbi:318116	Laccocephalum
species:ncbi:270368	Paucibacter
species:ncbi:318166	Luchuena
species:ncbi:318205	Anguispira
species:ncbi:318233	Eremina
species:ncbi:318254	Aparasphenodon
species:ncbi:318305	Aplastodiscus
species:ncbi:318267	Atelognathus
species:ncbi:318270	Philomycus
species:ncbi:318273	Corythomantis
species:ncbi:317382	Hylomantis
species:ncbi:404002	Pleurodema
species:ncbi:422000	Philometra
species:ncbi:318480	Algidimarina
species:ncbi:318479	Dracunculus
species:ncbi:499111	Heleopera
species:ncbi:318528	Centropyxis
species:ncbi:318532	Hyalosphenia
species:ncbi:318535	Trigonopyxis
species:ncbi:499102	Nebela
species:ncbi:497998	Arcella
species:ncbi:318544	Bullinularia
species:ncbi:318676	Australoheros
species:ncbi:318589	Synopeas
species:ncbi:318760	Hypocenomyce
species:ncbi:318792	Oenone
species:ncbi:47807	Dasyscyphus
species:ncbi:318953	Arundoclaytonia
species:ncbi:329900	Grammonota
species:ncbi:319236	Sandarakinotalea
species:ncbi:319437	Caulolatilus
species:ncbi:319440	Aristostomias
species:ncbi:316068	Leadbetterella
species:ncbi:319508	Diloma
species:ncbi:319510	Melagraphia
species:ncbi:319673	Clistosaccus
species:ncbi:13813	Nothoceros
species:ncbi:319715	Aristonerilla
species:ncbi:319734	Paranerilla
species:ncbi:319743	Systenostrema
species:ncbi:319757	Lactoria
species:ncbi:319761	Ochrogaster
species:ncbi:345877	Euproctis
species:ncbi:319813	Hemicentetes
species:ncbi:319815	Limnogale
species:ncbi:319819	Setifer
species:ncbi:319946	Spilophorella
species:ncbi:319962	Terschellingia
species:ncbi:320012	Micrathetis
species:ncbi:466242	Xestia
species:ncbi:320044	Nephelodes
species:ncbi:320188	Leptosia
species:ncbi:320213	Eucheira
species:ncbi:320221	Ganyra
species:ncbi:320243	Ixias
species:ncbi:441319	Catopsilia
species:ncbi:320269	Anteos
species:ncbi:320286	Ascia
species:ncbi:320302	Talbotia
species:ncbi:320338	Ptilocercus
species:ncbi:320340	Anathana
species:ncbi:320345	Lippia
species:ncbi:196114	Taiwanofungus
species:ncbi:320385	Psychrolutes
species:ncbi:320392	Cheilotrema
species:ncbi:320395	Genyonemus
species:ncbi:472766	Stomias
species:ncbi:320780	Homalonychus
species:ncbi:320497	Neoasaia
species:ncbi:320586	Assurger
species:ncbi:320605	Eucinostomus
species:ncbi:320617	Enophrys
species:ncbi:320623	Anoplarchus
species:ncbi:46066	Phelipanche
species:ncbi:194177	Morakotiella
species:ncbi:320931	Helochara
species:ncbi:237684	Salinibacillus
species:ncbi:320939	Elgiva
species:ncbi:320956	Sepedon
species:ncbi:320974	Tetanocera
species:ncbi:321040	Batracobdelloides
species:ncbi:321048	Placobdelloides
species:ncbi:321063	Elanus
species:ncbi:321068	Cathetocephalus
species:ncbi:321070	Sanguilevator
species:ncbi:321074	Gypohierax
species:ncbi:321078	Chondrohierax
species:ncbi:345747	Leucopternis
species:ncbi:321104	Terathopius
species:ncbi:321111	Lophaetus
species:ncbi:510758	Hisonotus
species:ncbi:321128	Geranospiza
species:ncbi:321134	Harpyhaliaetus
species:ncbi:321168	Pseudotothyris
species:ncbi:321176	Cercosporella
species:ncbi:46189	Sphaerisporangium
species:ncbi:321341	Cyclodontostomum
species:ncbi:321343	Petrovinema
species:ncbi:321369	Stephanurus
species:ncbi:321372	Deletrocephalus
species:ncbi:321382	Tetrabothriostrongylus
species:ncbi:321386	Protostrongylus
species:ncbi:321389	Aelurostrongylus
species:ncbi:321398	Lepidothrix
species:ncbi:321417	Odontites
species:ncbi:321698	Ascopolyporus
species:ncbi:321964	Sinopotamon
species:ncbi:341066	Scutogyrus
species:ncbi:322013	Karsenia
species:ncbi:322115	Yasuhikotakia
species:ncbi:322131	Chromobotia
species:ncbi:404795	Cougourdella
species:ncbi:573775	Colastomion
species:ncbi:322442	Microphotus
species:ncbi:322471	Conophthorus
species:ncbi:350889	Unionicola
species:ncbi:325627	Cornops
species:ncbi:322726	Drupadia
species:ncbi:433443	Acrotylus
species:ncbi:323092	Astraea
species:ncbi:352208	Calibrachoa
species:ncbi:323289	Metandrocarpa
species:ncbi:323304	Limnocnida
species:ncbi:414824	Leucozona
species:ncbi:498507	Garveia
species:ncbi:323328	Proboscidactyla
species:ncbi:494379	Bicolorana
species:ncbi:348155	Liomys
species:ncbi:323415	Dokdonella
species:ncbi:323450	Pontibacter
species:ncbi:323459	Anurogryllus
species:ncbi:323524	Morinia
species:ncbi:323538	Stromatoneurospora
species:ncbi:323572	Norops
species:ncbi:352475	Shinella
species:ncbi:355654	Trachylepis
species:ncbi:323764	Chilotilapia
species:ncbi:323800	Trematocranus
species:ncbi:323893	Oxytenanthera
species:ncbi:323917	Valiha
species:ncbi:323989	Leptodon
species:ncbi:324255	Leskeadelphus
species:ncbi:324384	Clastobryella
species:ncbi:324538	Okanagodes
species:ncbi:324550	Tibicina
species:ncbi:324598	Xanthopappus
species:ncbi:324620	Cyllamyces
species:ncbi:324625	Orphella
species:ncbi:324739	Kregervanrija
species:ncbi:324800	Bhesa
species:ncbi:324857	Metadinium
species:ncbi:324868	Paralabidocera
species:ncbi:366523	Boeckella
species:ncbi:324900	Marnavirus
species:ncbi:55987	Isavirus
species:ncbi:29089	Nomascus
species:ncbi:9590	Symphalangus
species:ncbi:61851	Bunopithecus
species:ncbi:349561	Epistominella
species:ncbi:325278	Berchemiella
species:ncbi:342380	Todiramphus
species:ncbi:10565	Deltapapillomavirus
species:ncbi:10567	Iotapapillomavirus
species:ncbi:10623	Kappapapillomavirus
species:ncbi:10577	Etapapillomavirus
species:ncbi:40537	Epsilonpapillomavirus
species:ncbi:82676	Omikronpapillomavirus
species:ncbi:35258	Lambdapapillomavirus
species:ncbi:325497	Holosteum
species:ncbi:325525	Apera
species:ncbi:325629	Thamnaconus
species:ncbi:325643	Clitarchus
species:ncbi:325645	Tydemania
species:ncbi:575874	Rhipilia
species:ncbi:325668	Pycnidiophora
species:ncbi:489364	Diplotaenia
species:ncbi:325716	Ducrosia
species:ncbi:325935	Erinnyis
species:ncbi:326168	Graus
species:ncbi:326320	Dokdonia
species:ncbi:326384	Fruticicola
species:ncbi:37003	Kryptolebias
species:ncbi:326576	Bdeogale
species:ncbi:327061	Annulohypoxylon
species:ncbi:326724	Gnathanodon
species:ncbi:326935	Cornutia
species:ncbi:326985	Rheobatrachus
species:ncbi:326989	Sphenophryne
species:ncbi:480179	Barygenys
species:ncbi:327054	Hatena
species:ncbi:327160	Candidatus Accumulibacter
species:ncbi:327282	Acephala
species:ncbi:327389	Paulsenella
species:ncbi:327403	Parazacco
species:ncbi:327437	Diplolaimella
species:ncbi:344395	Tobrilus
species:ncbi:458545	Acanthistius
species:ncbi:328017	Rhodostethia
species:ncbi:328019	Leucophaeus
species:ncbi:328185	Menopon
species:ncbi:328227	Echinogorgia
species:ncbi:328388	Schizopepon
species:ncbi:328410	Oligocottus
species:ncbi:328523	Belligobio
species:ncbi:435243	Gnathopogon
species:ncbi:328566	Savalia
species:ncbi:328657	Actinocleidus
species:ncbi:355207	Urbanus
species:ncbi:328983	Afroptilum
species:ncbi:85954	Callitropsis
species:ncbi:329111	Coquillettidia
species:ncbi:329163	Chroogloeocystis
species:ncbi:329431	Pogonias
species:ncbi:329469	Catathyridium
species:ncbi:329471	Hypoclinemus
species:ncbi:329506	Premnoplex
species:ncbi:329512	Syndactyla
species:ncbi:329627	Tscherskia
species:ncbi:329649	Parastreptomyces
species:ncbi:329713	Lipocrea
species:ncbi:178337	Cohnella
species:ncbi:331657	Cryomyces
species:ncbi:329885	Friedmanniomyces
species:ncbi:54026	Thalassarche
species:ncbi:329963	Phanogenia
species:ncbi:329991	Anterhynchium
species:ncbi:159993	Collemopsidium
species:ncbi:266021	Candidatus Endoecteinascidia
species:ncbi:330069	Laticola
species:ncbi:330403	Cystoopsis
species:ncbi:330418	Pachypappa
species:ncbi:384671	Hyadaphis
species:ncbi:330460	Hyperomyzus
species:ncbi:330566	Hyperthelia
species:ncbi:330760	Melocichla
species:ncbi:330786	Metulocladosporiella
species:ncbi:470496	Pseudocladosporium
species:ncbi:330905	Euvola
species:ncbi:330907	Lyropecten
species:ncbi:330909	Nodipecten
species:ncbi:330911	Zygochlamys
species:ncbi:330924	Chlorochromatium
species:ncbi:547193	Hippasa
species:ncbi:330974	Trachelostyla
species:ncbi:331062	Oridorsalis
species:ncbi:331078	Acodontaster
species:ncbi:339027	Acampe
species:ncbi:331213	Malleola
species:ncbi:373434	Atergatis
species:ncbi:331526	Kribbia
species:ncbi:331648	Stenothermobacter
species:ncbi:94136	Alkalibacillus
species:ncbi:279813	Thalassobacillus
species:ncbi:500409	Argyrochosma
species:ncbi:201973	Planifilum
species:ncbi:191579	Fluviicola
species:ncbi:332158	Larkinella
species:ncbi:332163	Candidatus Solibacter
species:ncbi:175632	Halalkalicoccus
species:ncbi:332249	Truepera
species:ncbi:332287	Philometroides
species:ncbi:332284	Dentiphilometra
species:ncbi:332289	Procamallanus
species:ncbi:332340	Salicola
species:ncbi:39553	Hesperoyucca
species:ncbi:332421	Bathygadus
species:ncbi:332423	Squalogadus
species:ncbi:332489	Georgiella
species:ncbi:332522	Halospina
species:ncbi:332668	Oenomys
species:ncbi:332670	Ventrifossa
species:ncbi:371826	Thallomys
species:ncbi:332780	Aulonia
species:ncbi:332786	Hygrolycosa
species:ncbi:332953	Halovivax
species:ncbi:332998	Podocotyloides
species:ncbi:333302	Spongiochrysis
species:ncbi:436519	Neohydatothrips
species:ncbi:447881	Tholymis
species:ncbi:10570	Alphapapillomavirus
species:ncbi:445446	Nematodes
species:ncbi:10561	Xipapillomavirus
species:ncbi:334015	Coreana
species:ncbi:153493	Conchiformibius
species:ncbi:494	Bergeriella
species:ncbi:334183	Brevianthus
species:ncbi:197772	Thetapapillomavirus
species:ncbi:334235	Leptorumohra
species:ncbi:334371	Lepophidium
species:ncbi:334382	Cepola
species:ncbi:334385	Diapterus
species:ncbi:274455	Photopectoralis
species:ncbi:334451	Allocreadium
species:ncbi:334453	Crepidostomum
species:ncbi:334457	Bunodera
species:ncbi:334518	Allantophomopsis
species:ncbi:334625	Oppiella
species:ncbi:334753	Shirakiacris
species:ncbi:334771	Ignisphaera
species:ncbi:334858	Goodfellowiella
species:ncbi:334870	Dendrodrilus
species:ncbi:334896	Monodactylus
species:ncbi:334904	Parupeneus
species:ncbi:334907	Otolithes
species:ncbi:334911	Caprodon
species:ncbi:334922	Neoplatycephalus
species:ncbi:473364	Etmopterus
species:ncbi:335037	Furgaleus
species:ncbi:304	Pelomonas
species:ncbi:382318	Macrodipteryx
species:ncbi:566274	Halimium
species:ncbi:335190	Vahlodea
species:ncbi:335289	Adelostemma
species:ncbi:416555	Thermolithobacter
species:ncbi:335392	Glyptemys
species:ncbi:335395	Actinemys
species:ncbi:335406	Sphingosinicella
species:ncbi:335439	Poecilobdella
species:ncbi:371913	Eudocimus
species:ncbi:335540	Cyamus
species:ncbi:335726	Batillipes
species:ncbi:53501	Thalassobius
species:ncbi:335998	Leptocoris
species:ncbi:336004	Chauliodes
species:ncbi:336143	Peniocereus
species:ncbi:336184	Oxystele
species:ncbi:336261	Thermovirga
species:ncbi:272164	Olleya
species:ncbi:164332	Roseicyclus
species:ncbi:336389	Eloria
species:ncbi:336468	Mbipia
species:ncbi:336569	Philodromus
species:ncbi:336648	Cyclosa
species:ncbi:336657	Perillus
species:ncbi:402892	Stephanonympha
species:ncbi:336759	Regiocrella
species:ncbi:336786	Orbicula
species:ncbi:336790	Lasiobolidium
species:ncbi:336804	Thorsellia
species:ncbi:336810	Candidatus Sulcia
species:ncbi:336828	Rhodonellum
species:ncbi:336831	Arsukibacterium
species:ncbi:381413	Avrainvillea
species:ncbi:336883	Acantholippia
species:ncbi:443376	Junellia
species:ncbi:337005	Microcella
species:ncbi:337079	Olepa
species:ncbi:337186	Physochlaina
species:ncbi:337188	Przewalskia
species:ncbi:337222	Mastacomys
species:ncbi:337228	Mesembriomys
species:ncbi:364198	Pseudidiomarina
species:ncbi:337426	Echinocyamus
species:ncbi:337508	Hemiberlesia
species:ncbi:337510	Aspidiotus
species:ncbi:462334	Diplomystes
species:ncbi:337629	Pinirampus
species:ncbi:396892	Brachyplatystoma
species:ncbi:337658	Sorubimichthys
species:ncbi:263852	Pilibacter
species:ncbi:337675	Perrunichthys
species:ncbi:337728	Nanobagrus
species:ncbi:337739	Horabagrus
species:ncbi:337745	Rita
species:ncbi:337810	Oratosquilla
species:ncbi:337818	Nemhelix
species:ncbi:337885	Hypodytes
species:ncbi:337890	Cephalotrigona
species:ncbi:337973	Dibrachys
species:ncbi:337974	Lariophagus
species:ncbi:338155	Oreailurus
species:ncbi:338192	Nitrosopumilus
species:ncbi:338196	Callianassa
species:ncbi:338198	Creaseria
species:ncbi:338200	Cryphiops
species:ncbi:338203	Lepidophthalmus
species:ncbi:338206	Lysmata
species:ncbi:338210	Necora
species:ncbi:338279	Tenuignathia
species:ncbi:338281	Valvognathia
species:ncbi:338287	Filinia
species:ncbi:338304	Problognathia
species:ncbi:338317	Trypanoxyuris
species:ncbi:29510	Turneriella
species:ncbi:338344	Diploplastron
species:ncbi:338475	Eudontomyzon
species:ncbi:338510	Neosinocalamus
species:ncbi:411665	Pleioblastus
species:ncbi:338556	Rieppeleon
species:ncbi:338584	Polymorphospora
species:ncbi:338645	Candidatus Contubernalis
species:ncbi:338774	Valsaria
species:ncbi:338818	Trimorphodon
species:ncbi:338913	Epiphanes
species:ncbi:339080	Cryptopus
species:ncbi:339346	Drepanospora
species:ncbi:339612	Miracinonyx
species:ncbi:339614	Homotherium
species:ncbi:339722	Desulfovermiculus
species:ncbi:339790	Austridotea
species:ncbi:402420	Trichobius
species:ncbi:339843	Phthonandria
species:ncbi:8324	Lissotriton
species:ncbi:54263	Mesotriton
species:ncbi:324623	Katablepharis
species:ncbi:339968	Stoeckeria
species:ncbi:340056	Amsacta
species:ncbi:340071	Criblamydia
species:ncbi:340078	Parastrombidinopsis
species:ncbi:340097	Tuberibacillus
species:ncbi:340112	Gynaecotyla
species:ncbi:340180	Laonastes
species:ncbi:340204	Lankesteria
species:ncbi:340331	Lampyroidea
species:ncbi:340333	Allomerus
species:ncbi:340365	Scolionema
species:ncbi:340370	Syndinium
species:ncbi:340419	Coelomactra
species:ncbi:340529	Carulaspis
species:ncbi:340533	Chionaspis
species:ncbi:340536	Chrysomphalus
species:ncbi:340548	Diaspis
species:ncbi:340564	Fiorinia
species:ncbi:340578	Lepidosaphes
species:ncbi:340602	Parlatoria
species:ncbi:340619	Pseudaulacaspis
species:ncbi:340583	Leucaspis
species:ncbi:340595	Mycetaspis
species:ncbi:340633	Unaspis
species:ncbi:340708	Aggregata
species:ncbi:340998	Inustiatus
species:ncbi:341009	Antizoma
species:ncbi:461630	Sciadotenia
species:ncbi:341013	Abuta
species:ncbi:341015	Chasmanthera
species:ncbi:36038	Zygowilliopsis
species:ncbi:341056	Protogyrodactylus
species:ncbi:341086	Microcosmus
species:ncbi:341131	Saduria
species:ncbi:341133	Austrothelphusa
species:ncbi:341581	Langermannia
species:ncbi:366904	Paraplagusia
species:ncbi:341737	Coleodactylus
species:ncbi:10479	Alphalipothrixvirus
species:ncbi:176106	Betalipothrixvirus
species:ncbi:342004	Sensitibilla
species:ncbi:411750	Eutetramorium
species:ncbi:342365	Pelargopsis
species:ncbi:342387	Tanysiptera
species:ncbi:342419	Ergasilus
species:ncbi:342416	Paraergasilus
species:ncbi:342429	Lernaea
species:ncbi:415618	Thermocyclops
species:ncbi:342441	Heteropriacanthus
species:ncbi:342443	Mulloidichthys
species:ncbi:342446	Sectator
species:ncbi:342563	Fabrea
species:ncbi:30374	Calotriton
species:ncbi:342623	Processa
species:ncbi:342632	Acanthephyra
species:ncbi:342666	Gracilibacter
species:ncbi:342751	Diplacodes
species:ncbi:488059	Trithemis
species:ncbi:342759	Brachythemis
species:ncbi:342944	Sinobaca
species:ncbi:8765	Cryptelytrops
species:ncbi:243558	Parias
species:ncbi:109786	Popeia
species:ncbi:39682	Viridovipera
species:ncbi:390964	Coralliocaris
species:ncbi:402569	Guatteriopsis
species:ncbi:343320	Hymenocera
species:ncbi:343403	Costertonia
species:ncbi:343449	Cosymbotus
species:ncbi:343451	Briba
species:ncbi:343529	Sappinia
species:ncbi:343660	Abasanistus
species:ncbi:343691	Hermetia
species:ncbi:343749	Antennolycus
species:ncbi:343874	Wautersiella
species:ncbi:343900	Phrodus
species:ncbi:343926	Apasis
species:ncbi:343928	Adelium
species:ncbi:297536	Oryzihumus
species:ncbi:344068	Roldana
species:ncbi:344276	Mnesampela
species:ncbi:344324	Biemna
species:ncbi:344335	Laretia
species:ncbi:344343	Pozoa
species:ncbi:344419	Trigonopleura
species:ncbi:344686	Bantua
species:ncbi:344696	Aptera
species:ncbi:344767	Forsskaolea
species:ncbi:344925	Ditrupa
species:ncbi:344955	Macrohilum
species:ncbi:344957	Satchmopsis
species:ncbi:344959	Cladoriella
species:ncbi:344961	Fulvoflamma
species:ncbi:345131	Pterisanthes
species:ncbi:432397	Trigonostigma
species:ncbi:345374	Tivela
species:ncbi:345397	Megapitaria
species:ncbi:345400	Eurhomalea
species:ncbi:345404	Katelysia
species:ncbi:345454	Circe
species:ncbi:345457	Gafrarium
species:ncbi:345461	Gemma
species:ncbi:345469	Turtonia
species:ncbi:345840	Exopalaemon
species:ncbi:345880	Teia
species:ncbi:345886	Leptoscyphus
species:ncbi:345912	Polypogon
species:ncbi:185300	Paludibacter
species:ncbi:346247	Litonotus
species:ncbi:346249	Dosidicus
species:ncbi:321803	Nemopilema
species:ncbi:346542	Strobilomyia
